GPSID,ETRS89_X,ETRS89_Y,ETRS89_Z,ElevMSL,Date,DEMval,diff,cntrdist,GCPdist,GCPavgdist,Internal
1,453851.8942,6071960.507,42.4592,2.2292,20160927,2.23862537619239,0.00942537619239348,19.6339431245592,4.17250706907438,23.8879257904111,0
2,453851.8707,6071961.374,42.4683,2.2383,20160927,2.24701523112307,0.00871523112307049,18.984539669906,4.99280903780918,23.595904862095,0
3,453851.8332,6071962.035,42.4742,2.2442,20160927,2.26460799406012,0.0204079940601152,18.514602612175,5.63338387128374,23.3943882553997,0
4,453851.7716,6071962.975,42.4793,2.2493,20160927,2.27833132710971,0.0290313271097116,17.8730753729485,6.55385210047446,23.127724032471,0
5,453851.6833,6071963.951,42.4827,2.2527,20160927,2.30295757668437,0.0502575766843703,17.2539822494913,7.52100620227473,22.883843838648,0
6,453851.6856,6071964.674,42.505,2.275,20160927,2.31902748025453,0.0440274802545293,16.7665819936634,8.22436241624061,22.6783873324923,0
7,453851.575,6071965.649,42.5109,2.2809,20160927,2.3146021766107,0.0337021766106975,16.2261949568691,9.20058894870412,22.4834967713027,0
8,453851.4613,6071966.682,42.5074,2.2774,20160927,2.30586905729118,0.0284690572911828,15.6975053412316,10.2352500746058,22.2994941609823,0
9,453851.4381,6071967.712,42.5164,2.2864,20160927,2.29990284551472,0.0135028455147217,15.1462602420561,11.2510237941017,22.0891930800945,0
10,453851.3445,6071968.738,42.5009,2.2709,20160927,2.273029620076,0.00212962007599504,14.7106166548667,12.2773259403867,21.9469035300533,0
11,453851.2403,6071969.75,42.4656,2.2356,20160927,2.26004531948697,0.0244453194869729,14.3513778318098,13.0929813293574,21.8403860434538,0
12,453851.1363,6071970.649,42.4431,2.2131,20160927,2.22354722780425,0.0104472278042462,14.0969612187191,13.1429700863332,21.775621325028,0
13,453851.0837,6071971.565,42.43,2.2,20160927,2.20435652425038,0.00435652425038224,13.8427946841314,13.2040886353596,21.699688616323,0
14,453851.0698,6071972.601,42.4269,2.1969,20160927,2.21285582240505,0.0159558224050511,13.5798916523141,13.3038338849917,21.6130942369363,0
15,453851.0387,6071973.552,42.4154,2.1854,20160927,2.2073486627138,0.0219486627137999,13.4227746884512,13.483110238039,21.5704610226704,0
16,453851.0164,6071974.511,42.4059,2.1759,20160927,2.19847430684039,0.0225743068403874,13.3223783589668,13.7197012707419,21.5469296260277,0
17,453851.0142,6071975.518,42.4189,2.1889,20160927,2.20165163367754,0.0127516336775364,13.2696515761896,14.014491522746,21.5362376662168,0
18,453850.9956,6071976.574,42.4139,2.1839,20160927,2.18596454636881,0.00206454636880649,13.3125706410127,14.0854228321683,21.5650506462783,0
19,453850.9629,6071977.496,42.3774,2.1474,20160927,2.17162268683894,0.0242226868389421,13.4344010506722,13.875658845987,21.6254415138838,0
20,453850.9291,6071978.35,42.3684,2.1384,20160927,2.15944255420496,0.0210425542049633,13.6056524474127,13.737355087965,21.7042494258474,0
21,453850.9386,6071979.285,42.3686,2.1386,20160927,2.15560226002494,0.017002260024944,13.8063649092073,13.5995874187716,21.7843319708329,0
22,453850.9497,6071980.052,42.3666,2.1366,20160927,2.15845744782139,0.0218574478213927,14.0123674683951,13.5305394604485,21.8655501806724,0
23,453850.9122,6071980.892,42.365,2.135,20160927,2.15220116120956,0.0172011612095648,14.3282270646838,13.5542462660259,22.0030205889938,0
24,453850.8993,6071981.979,42.3393,2.1093,20160927,2.14052724666106,0.0312272466610581,14.7657014644706,13.6264243839442,22.1861986179158,0
25,453850.867,6071982.891,42.3223,2.0923,20160927,2.13174520021865,0.0394452002186525,15.2020983236058,13.502390973503,22.3762490534424,0
26,453850.874,6071983.599,42.3111,2.0811,20160927,2.13156097462265,0.0504609746226459,15.5416725113305,12.8265230279921,22.5185050406916,0
27,453850.8967,6071984.5,42.3378,2.1078,20160927,2.12682688358957,0.0190268835895728,15.9971777573527,11.9671532323967,22.7090055726308,0
28,453850.9796,6071985.48,42.3412,2.1112,20160927,2.12587876277226,0.0146787627722595,16.4872053183988,11.0190974652369,22.9035612817284,0
29,453851.0893,6071986.499,42.3459,2.1159,20160927,2.13502057463783,0.0191205746378316,17.0238241021965,10.0315582982451,23.1164869959899,0
30,453851.1877,6071987.46,42.3491,2.1191,20160927,2.1385877095507,0.0194877095507042,17.5734716527799,9.10986086001123,23.3428913215325,0
31,453851.2622,6071988.485,42.3568,2.1268,20160927,2.1488875768327,0.0220875768326976,18.2197341864192,8.1517251814318,23.6257754075977,0
32,453851.3661,6071989.559,42.3557,2.1257,20160927,2.16340406059539,0.037704060595392,18.9154552309761,7.15563826673566,23.9329475804039,0
33,453851.488,6071990.556,42.3779,2.1479,20160927,2.18126563178208,0.0333656317820838,19.5757546326269,6.24162158419224,24.2274405999958,0
34,453851.6019,6071991.518,42.3959,2.1659,20160927,2.18104371024319,0.0151437102431911,20.2420537196403,5.39256662525114,24.5367033505946,0
35,453851.7455,6071992.579,42.4088,2.1788,20160927,2.20260497686519,0.0238049768651929,20.9934985020019,4.49970212901442,24.8960444507948,0
36,453851.8721,6071993.644,42.4155,2.1855,20160927,2.20357968277511,0.0180796827751069,21.7846452835173,3.71398858485329,25.3029529678266,0
37,453851.9934,6071994.728,42.4407,2.2107,20160927,2.23774822229097,0.0270482222909747,22.6178357217934,3.10347011582012,25.7710654231976,0
38,453852.0644,6071995.747,42.4622,2.2322,20160927,2.25765457461904,0.0254545746190447,23.4427629959475,2.8517095855421,26.2999067419847,0
39,453852.2034,6071996.847,42.4842,2.2542,20160927,2.28386888502681,0.0296688850268052,24.3189658168629,2.91784573967723,26.9172033643507,0
40,453852.2852,6071997.695,42.4946,2.2646,20160927,2.28772587616718,0.0231258761671786,25.0191900753279,3.258686490264,27.4637485986871,0
41,453852.4195,6071998.652,42.5268,2.2968,20160927,2.31485168032808,0.0180516803280772,25.8010450371794,3.81141866624465,28.1032108866435,0
42,453852.5124,6071999.745,42.5436,2.3136,20160927,2.32513431271371,0.0115343127137071,26.7353607157836,4.64349243155728,28.9058155008919,0
43,453852.6273,6072000.829,42.5511,2.3211,20160927,2.34521239524195,0.0241123952419486,27.6641768211134,5.55080144577841,29.7209194730668,0
44,453852.6522,6072001.816,42.5365,2.3065,20160927,2.32122892501528,0.0147289250152749,28.5521874490361,6.4540472912109,30.517459114768,0
45,453852.6941,6072002.756,42.5374,2.3074,20160927,2.31347420829057,0.00607420829057137,29.3966272416148,7.32892185880105,31.2807437915475,0
46,453852.7499,6072003.693,42.5299,2.2999,20160927,2.31728460789093,0.0173846078909277,30.2386867248718,8.21183476523681,32.0468558082695,0
47,453852.8327,6072004.719,42.5384,2.3084,20160927,2.32620471196516,0.0178047119651619,31.1590794296122,9.18634573073141,32.8889521282521,0
48,453852.8904,6072005.579,42.5491,2.3191,20160927,2.32059088037975,0.00149088037975087,31.939855421157,10.0140054104636,33.6080710494993,0
49,453852.9051,6072005.955,42.5407,2.3107,20160927,2.32555930282899,0.0148593028289916,32.286223409541,10.3796535498134,33.9286440397096,0
50,453852.9074,6072006.031,42.5524,2.3224,20160927,2.326766794848,0.00436679484799951,32.3565511185525,10.4537818501805,33.9938389945809,0
51,453852.8935,6072006.059,42.559,2.329,20160927,2.32448813024311,-0.00451186975688911,32.3876505174514,10.4839341499217,34.023274092679,0
52,453852.8591,6072006.12,42.5704,2.3404,20160927,2.32197396526642,-0.018426034733575,32.456852864263,10.5504474604105,34.0889264298338,0
53,453852.8434,6072006.16,42.5643,2.3343,20160927,2.31746843154621,-0.0168315684537856,32.4998192313603,10.592743495697,34.1294710577368,0
54,453852.7995,6072006.286,42.5332,2.3032,20160927,2.32408438419237,0.0208843841923678,32.633208337074,10.7249134383035,34.2551933983731,0
55,453852.8351,6072006.555,42.5253,2.2953,20160927,2.33754457334204,0.0422445733420349,32.8727286367676,10.9819503644001,34.4765810899933,0
