GPSID,ETRS89_X,ETRS89_Y,ETRS89_Z,ElevMSL,Date,DEMval,diff,cntrdist,GCPdist,GCPavgdist
1,453851.8942,6071960.507,42.4592,2.2292,20160927,2.23644444314113,0.00724444314113493,19.6339431245592,4.17250706907438,23.8879257904111
2,453851.8707,6071961.374,42.4683,2.2383,20160927,2.25783938518756,0.0195393851875565,18.984539669906,4.99280903780918,23.595904862095
3,453851.8332,6071962.035,42.4742,2.2442,20160927,2.27015626069747,0.0259562606974693,18.514602612175,5.63338387128374,23.3943882553997
4,453851.7716,6071962.975,42.4793,2.2493,20160927,2.28097490050596,0.0316749005059602,17.8730753729485,6.55385210047446,23.127724032471
5,453851.6833,6071963.951,42.4827,2.2527,20160927,2.30103143927972,0.0483314392797185,17.2539822494913,7.52100620227473,22.883843838648
6,453851.6856,6071964.674,42.505,2.275,20160927,2.32237005804923,0.0473700580492329,16.7665819936634,8.22436241624061,22.6783873324923
7,453851.575,6071965.649,42.5109,2.2809,20160927,2.33330458425844,0.0524045842584382,16.2261949568691,9.20058894870412,22.4834967713027
8,453851.4613,6071966.682,42.5074,2.2774,20160927,2.31979718706434,0.0423971870643425,15.6975053412316,10.2352500746058,22.2994941609823
9,453851.4381,6071967.712,42.5164,2.2864,20160927,2.30513322837234,0.0187332283723376,15.1462602420561,11.2510237941017,22.0891930800945
10,453851.3445,6071968.738,42.5009,2.2709,20160927,2.30755812670774,0.0366581267077448,14.7106166548667,12.2773259403867,21.9469035300533
11,453851.2403,6071969.75,42.4656,2.2356,20160927,2.28311671543541,0.0475167154354073,14.3513778318098,13.0929813293574,21.8403860434538
12,453851.1363,6071970.649,42.4431,2.2131,20160927,2.24289766587421,0.0297976658742058,14.0969612187191,13.1429700863332,21.775621325028
13,453851.0837,6071971.565,42.43,2.2,20160927,2.23012310578025,0.0301231057802491,13.8427946841314,13.2040886353596,21.699688616323
14,453851.0698,6071972.601,42.4269,2.1969,20160927,2.23061005677111,0.0337100567711119,13.5798916523141,13.3038338849917,21.6130942369363
15,453851.0387,6071973.552,42.4154,2.1854,20160927,2.22605788883912,0.0406578888391218,13.4227746884512,13.483110238039,21.5704610226704
16,453851.0164,6071974.511,42.4059,2.1759,20160927,2.21938734091851,0.0434873409185146,13.3223783589668,13.7197012707419,21.5469296260277
17,453851.0142,6071975.518,42.4189,2.1889,20160927,2.21592866859474,0.0270286685947414,13.2696515761896,14.014491522746,21.5362376662168
18,453850.9956,6071976.574,42.4139,2.1839,20160927,2.19945887491987,0.0155588749198725,13.3125706410127,14.0854228321683,21.5650506462783
19,453850.9629,6071977.496,42.3774,2.1474,20160927,2.18150263062911,0.0341026306291061,13.4344010506722,13.875658845987,21.6254415138838
20,453850.9291,6071978.35,42.3684,2.1384,20160927,2.17203260060886,0.033632600608863,13.6056524474127,13.737355087965,21.7042494258474
21,453850.9386,6071979.285,42.3686,2.1386,20160927,2.17004398368568,0.0314439836856848,13.8063649092073,13.5995874187716,21.7843319708329
22,453850.9497,6071980.052,42.3666,2.1366,20160927,2.17570453895408,0.039104538954077,14.0123674683951,13.5305394604485,21.8655501806724
23,453850.9122,6071980.892,42.365,2.135,20160927,2.15472736255935,0.019727362559351,14.3282270646838,13.5542462660259,22.0030205889938
24,453850.8993,6071981.979,42.3393,2.1093,20160927,2.15001734471805,0.0407173447180531,14.7657014644706,13.6264243839442,22.1861986179158
25,453850.867,6071982.891,42.3223,2.0923,20160927,2.14522058202314,0.0529205820231446,15.2020983236058,13.502390973503,22.3762490534424
26,453850.874,6071983.599,42.3111,2.0811,20160927,2.13021488901072,0.0491148890107174,15.5416725113305,12.8265230279921,22.5185050406916
27,453850.8967,6071984.5,42.3378,2.1078,20160927,2.13333042664028,0.0255304266402785,15.9971777573527,11.9671532323967,22.7090055726308
28,453850.9796,6071985.48,42.3412,2.1112,20160927,2.13923571934403,0.0280357193440337,16.4872053183988,11.0190974652369,22.9035612817284
29,453851.0893,6071986.499,42.3459,2.1159,20160927,2.14573241078512,0.0298324107851213,17.0238241021965,10.0315582982451,23.1164869959899
30,453851.1877,6071987.46,42.3491,2.1191,20160927,2.15208475373128,0.0329847537312786,17.5734716527799,9.10986086001123,23.3428913215325
31,453851.2622,6071988.485,42.3568,2.1268,20160927,2.15499712356404,0.0281971235640404,18.2197341864192,8.1517251814318,23.6257754075977
32,453851.3661,6071989.559,42.3557,2.1257,20160927,2.17550096727782,0.049800967277823,18.9154552309761,7.15563826673566,23.9329475804039
33,453851.488,6071990.556,42.3779,2.1479,20160927,2.18893674740419,0.0410367474041937,19.5757546326269,6.24162158419224,24.2274405999958
34,453851.6019,6071991.518,42.3959,2.1659,20160927,2.19084047466621,0.0249404746662139,20.2420537196403,5.39256662525114,24.5367033505946
35,453851.7455,6071992.579,42.4088,2.1788,20160927,2.20910298304305,0.030302983043049,20.9934985020019,4.49970212901442,24.8960444507948
36,453851.8721,6071993.644,42.4155,2.1855,20160927,2.21122005847828,0.0257200584782842,21.7846452835173,3.71398858485329,25.3029529678266
37,453851.9934,6071994.728,42.4407,2.2107,20160927,2.24641315049537,0.0357131504953663,22.6178357217934,3.10347011582012,25.7710654231976
38,453852.0644,6071995.747,42.4622,2.2322,20160927,2.26581052567765,0.0336105256776471,23.4427629959475,2.8517095855421,26.2999067419847
39,453852.2034,6071996.847,42.4842,2.2542,20160927,2.2909125171398,0.0367125171397995,24.3189658168629,2.91784573967723,26.9172033643507
40,453852.2852,6071997.695,42.4946,2.2646,20160927,2.2863591034099,0.0217591034099023,25.0191900753279,3.258686490264,27.4637485986871
41,453852.4195,6071998.652,42.5268,2.2968,20160927,2.31292390045683,0.0161239004568277,25.8010450371794,3.81141866624465,28.1032108866435
42,453852.5124,6071999.745,42.5436,2.3136,20160927,2.32079118916807,0.00719118916806538,26.7353607157836,4.64349243155728,28.9058155008919
43,453852.6273,6072000.829,42.5511,2.3211,20160927,2.33025067950564,0.00915067950564108,27.6641768211134,5.55080144577841,29.7209194730668
44,453852.6522,6072001.816,42.5365,2.3065,20160927,2.32758882662358,0.0210888266235845,28.5521874490361,6.4540472912109,30.517459114768
45,453852.6941,6072002.756,42.5374,2.3074,20160927,2.30916458583648,0.00176458583648165,29.3966272416148,7.32892185880105,31.2807437915475
46,453852.7499,6072003.693,42.5299,2.2999,20160927,2.31770266484297,0.0178026648429688,30.2386867248718,8.21183476523681,32.0468558082695
47,453852.8327,6072004.719,42.5384,2.3084,20160927,2.32526903895787,0.0168690389578727,31.1590794296122,9.18634573073141,32.8889521282521
48,453852.8904,6072005.579,42.5491,2.3191,20160927,2.30887155043768,-0.0102284495623204,31.939855421157,10.0140054104636,33.6080710494993
49,453852.9051,6072005.955,42.5407,2.3107,20160927,2.31394016368284,0.00324016368283964,32.286223409541,10.3796535498134,33.9286440397096
50,453852.9074,6072006.031,42.5524,2.3224,20160927,2.31456472771758,-0.00783527228242109,32.3565511185525,10.4537818501805,33.9938389945809
51,453852.8935,6072006.059,42.559,2.329,20160927,2.31311574353357,-0.0158842564664288,32.3876505174514,10.4839341499217,34.023274092679
52,453852.8591,6072006.12,42.5704,2.3404,20160927,2.30843144219734,-0.0319685578026592,32.456852864263,10.5504474604105,34.0889264298338
53,453852.8434,6072006.16,42.5643,2.3343,20160927,2.30652299002544,-0.0277770099745638,32.4998192313603,10.592743495697,34.1294710577368
54,453852.7995,6072006.286,42.5332,2.3032,20160927,2.30637730387074,0.003177303870745,32.633208337074,10.7249134383035,34.2551933983731
55,453852.8351,6072006.555,42.5253,2.2953,20160927,2.31690780322584,0.0216078032258364,32.8727286367676,10.9819503644001,34.4765810899933
56,453853.0856,6072006.943,42.5789,2.3489,20160927,2.34547107302616,-0.00342892697383501,33.1512802778469,11.3199648922656,34.7266099744128
57,453853.4996,6072007.123,42.6453,2.4153,20160927,2.4337218559904,0.0184218559903999,33.1839382961357,11.4390292400795,34.742433265113
58,453853.9117,6072007.323,42.6933,2.4633,20160927,2.45674987749269,-0.00655012250731213,33.2422933402051,11.5945771587214,34.7834866261437
59,453854.3365,6072007.409,42.7491,2.5191,20160927,2.52243553029855,0.00333553029855471,33.1942712530025,11.6514200530445,34.7258109907256
60,453854.6839,6072007.455,42.7602,2.5302,20160927,2.54596247019274,0.0157624701927364,33.1358701719093,11.6853052769081,34.661515980742
61,453855.2155,6072007.441,42.805,2.575,20160927,2.58048294837891,0.00548294837890761,32.9723514073392,11.6728428947028,34.4951008284787
62,453855.5027,6072007.41,42.8133,2.5833,20160927,2.61627319404845,0.0329731940484468,32.8646637276896,11.6527791061285,34.3877789704186
63,453856.0548,6072007.201,42.8528,2.6228,20160927,2.62107652860214,-0.00172347139785733,32.5192606767721,11.4855956071347,34.0537504611901
64,453856.2685,6072007.085,42.8525,2.6225,20160927,2.63388090121562,0.0113809012156194,32.3534558280225,11.3935606924173,33.8951488712317
65,453856.6258,6072006.883,42.9018,2.6718,20160927,2.67115538620813,-0.000644613791867421,32.0706191016881,11.2417853142165,33.6256612718162
66,453857.0003,6072006.538,42.9198,2.6898,20160927,2.72531898737474,0.0355189873747404,31.6474405122049,10.9659045448271,33.2270217918379
67,453857.4865,6072006.002,42.9738,2.7438,20160927,2.75440511617181,0.0106051161718148,31.0159255712012,10.5480031408322,32.6369131607099
68,453857.8567,6072005.38,42.9968,2.7668,20160927,2.78540996766773,0.0186099676677305,30.3287625890879,10.047954044979,32.0015753368091
69,453858.1249,6072004.673,43.0139,2.7839,20160927,2.81410294019682,0.0302029401968222,29.5812044751901,9.46175671951826,31.3171838367802
70,453858.3289,6072003.915,43.031,2.801,20160927,2.83690530101167,0.0359053010116712,28.797375020087,8.82928849978971,30.6065214069115
71,453858.4176,6072003.495,43.0404,2.8104,20160927,2.84019620088058,0.0297962008805812,28.368110895902,8.47973652676099,30.2204056755301
72,453858.5147,6072002.864,43.0485,2.8185,20160927,2.85298694521232,0.0344869452123193,27.7306907245853,7.95280489464838,29.6512562929256
73,453858.6053,6072002.284,43.0402,2.8102,20160927,2.85027216665686,0.0400721666568624,27.144549268539,7.48445579124697,29.132806851022
74,453858.6886,6072001.534,43.0349,2.8049,20160927,2.8462944548549,0.0413944548548959,26.3938204067244,6.88717320538382,28.4761933457083
75,453858.7228,6072000.588,43.0144,2.7844,20160927,2.81736817735374,0.032968177353736,25.4626073704066,6.13885838289476,27.6741271572984
76,453858.7488,6071999.774,43.0018,2.7718,20160927,2.81081056251361,0.0390105625136083,24.6630387629017,5.5413319556249,26.9993422792794
77,453858.7329,6071998.939,42.9891,2.7591,20160927,2.79971525529375,0.0406152552937527,23.8537539587666,4.95969904451171,26.331004791787
78,453858.7297,6071998.074,42.9785,2.7485,20160927,2.78536800372107,0.0368680037210698,23.0141365410118,4.45460567173375,25.6592888304059
79,453858.7236,6071997.258,42.9764,2.7464,20160927,2.78544343939489,0.039043439394888,22.224636780248,4.08729907903548,25.0524818094789
80,453858.694,6071996.348,42.9665,2.7365,20160927,2.77836910332913,0.0418691033291334,21.35249743662,3.82165670885502,24.4157546962688
81,453858.6576,6071995.414,42.9553,2.7253,20160927,2.77002318555198,0.0447231855519847,20.462484391209,3.75868787738929,23.8097841295894
82,453858.613,6071994.532,42.9535,2.7235,20160927,2.77512533607859,0.0516253360785854,19.6287888850148,3.89941136589198,23.2844471584202
83,453858.5786,6071993.742,42.9521,2.7221,20160927,2.77276879016021,0.0506687901602065,18.8841938399639,4.18754567269695,22.8480655311407
84,453858.5478,6071992.95,42.9463,2.7163,20160927,2.76977281008135,0.0534728100813493,18.1404692079831,4.59931030026081,22.4384261920857
85,453858.5043,6071992.226,42.9475,2.7175,20160927,2.77797346903873,0.0604734690387292,17.4694305590196,5.04480057982854,22.0880369810595
86,453858.4811,6071991.422,42.9526,2.7226,20160927,2.78590827834347,0.0633082783434693,16.7208259243215,5.62427222015386,21.7136517145491
87,453858.44,6071990.595,42.9597,2.7297,20160927,2.78712640723587,0.0574264072358712,15.9627658139938,6.2625797401147,21.3510894985019
88,453858.3802,6071989.798,42.9744,2.7444,20160927,2.78984129648098,0.0454412964809827,15.2469006476297,6.90574815885323,21.0231212331366
89,453858.3365,6071988.932,42.9954,2.7654,20160927,2.81269212583725,0.047292125837251,14.4701979608147,7.64757610276709,20.6781823859885
90,453858.3001,6071988.002,43.0222,2.7922,20160927,2.83646430655877,0.0442643065587713,13.6436045967527,8.47496506204166,20.3230958515174
91,453858.2306,6071987.022,43.0474,2.8174,20160927,2.87298249956801,0.055582499568005,12.8027531179277,8.88320479089558,19.9789046821562
92,453858.1467,6071986.146,43.0724,2.8424,20160927,2.89078243370932,0.0483824337093242,12.0803013011282,8.34537110534873,19.6976023869531
93,453858.0885,6071985.225,43.1192,2.8892,20160927,2.93760180530955,0.048401805309545,11.3283269146339,7.82238539357242,19.4129016904554
94,453858.0488,6071984.232,43.1695,2.9395,20160927,2.98772498758939,0.0482249875893945,10.5343489442801,7.32700937889439,19.1231224037945
95,453858.0075,6071983.429,43.2067,2.9767,20160927,3.01606515629521,0.0393651562952093,9.92447466378622,7.01281193580579,18.9130042334571
96,453857.9578,6071982.517,43.2335,3.0035,20160927,3.05587301939898,0.05237301939898,9.2697223663851,6.75773488975018,18.7004028204005
97,453857.9125,6071981.58,43.2647,3.0347,20160927,3.08298349280823,0.0482834928082343,8.64176045111546,6.6121291767883,18.509452349426
98,453857.8051,6071980.609,43.3053,3.0753,20160927,3.12630058856793,0.0510005885679257,8.10312536753583,6.66044240350178,18.3700166873777
99,453857.7656,6071979.65,43.3186,3.0886,20160927,3.16225477701053,0.0736547770105322,7.59961681536768,6.78025783875925,18.2390981048076
100,453857.7236,6071978.694,43.3103,3.0803,20160927,3.14154584270619,0.061245842706191,7.19310058352715,7.03181868082406,18.1427324456489
101,453857.6886,6071977.72,43.3314,3.1014,20160927,3.14529218941347,0.0438921894134685,6.88437678154977,7.40028870806921,18.0740651809132
102,453857.6454,6071976.772,43.3301,3.1001,20160927,3.15109989978392,0.0509998997839194,6.71641062410933,7.86695799929154,18.0417165923147
103,453857.5997,6071975.817,43.3344,3.1044,20160927,3.16970229861128,0.0653022986112788,6.68274746904124,8.24120859379897,18.0397240850342
104,453857.5639,6071974.797,43.3313,3.1013,20160927,3.16509465383049,0.0637946538304872,6.78391391860507,7.7186677743524,18.0646381422329
105,453857.518,6071973.847,43.3084,3.0784,20160927,3.1423260958501,0.0639260958500962,7.02380830551474,7.33851606252673,18.1239898083379
106,453857.486,6071972.923,43.3228,3.0928,20160927,3.15055065929052,0.0577506592905186,7.35657713280621,7.06047038104436,18.2056099269666
107,453857.4521,6071971.932,43.3313,3.1013,20160927,3.17085163229334,0.0695516322933436,7.81958179549625,6.88844455665558,18.3261101068714
108,453857.4267,6071970.898,43.3635,3.1335,20160927,3.19527201706258,0.0617720170625806,8.39266788351902,6.84883996675287,18.4848102347195
109,453857.3677,6071969.866,43.3784,3.1484,20160927,3.20117788603053,0.0527778860305275,9.07234835086286,6.99719352953767,18.6946319193787
110,453857.3419,6071968.88,43.3956,3.1656,20160927,3.22115113667195,0.0555511366719545,9.75807433833818,7.24532205022813,18.9155870343813
111,453857.3095,6071967.978,43.3957,3.1657,20160927,3.21631194829209,0.0506119482920919,10.4335624643015,7.58645017455471,19.1477108107161
112,453857.2339,6071966.845,43.3594,3.1294,20160927,3.17856283896256,0.0491628389625629,11.3486038229282,8.16752166902653,19.4847539968682
113,453857.2035,6071965.864,43.3331,3.1031,20160927,3.15295110246225,0.0498511024622501,12.1504713638665,8.73043597144081,19.7893612016733
114,453857.1871,6071964.992,43.3036,3.0736,20160927,3.13275492095602,0.0591549209560247,12.8782741390593,9.13003358167746,20.0753314403737
115,453857.1809,6071964.096,43.2912,3.0612,20160927,3.11050470956209,0.0493047095620929,13.6382034983304,8.31636723621027,20.3833811231351
116,453857.1727,6071963.084,43.265,3.035,20160927,3.08450140320527,0.0495014032052716,14.5157860716576,7.41961891788177,20.7530532553712
117,453857.1791,6071962.091,43.2314,3.0014,20160927,3.03246430173775,0.0310643017377501,15.3862695346461,6.58044015317552,21.1337312242822
118,453857.147,6071961.116,43.2051,2.9751,20160927,3.01834978139296,0.0432497813929609,16.2714428300735,5.77949651810869,21.541305946759
119,453857.0756,6071960.126,43.1825,2.9525,20160927,2.97529542636126,0.02279542636126,17.1964760267657,5.00176300523043,21.9899120671889
120,453857.0286,6071959.205,43.1279,2.8979,20160927,2.93360871039622,0.0357087103962246,18.0556643007548,4.37306697411405,22.4279929485182
121,453856.9997,6071958.42,43.0961,2.8661,20160927,2.91883681053507,0.0527368105350661,18.7883673251303,3.93969969531614,22.823536046349
122,453856.9573,6071957.61,43.1153,2.8853,20160927,2.90831999691128,0.0230199969112843,19.5534151372395,3.60695241033504,23.264015935083
123,453856.9723,6071956.65,43.1044,2.8744,20160927,2.89816025726201,0.0237602572620137,20.4413083614351,3.49130057284689,23.8205082036811
124,453856.9603,6071955.829,43.1003,2.8703,20160927,2.90393714690698,0.0336371469069752,21.2141919010054,3.57439358351297,24.3453773654946
125,453856.9344,6071955.108,43.1027,2.8727,20160927,2.89270456264727,0.0200045626472747,21.9009793208353,3.78121297470857,24.8411129728588
126,453856.9139,6071954.52,43.1142,2.8842,20160927,2.90023842693308,0.0160384269330844,22.4624831904613,4.0389585801035,25.264820888363
127,453856.91,6071953.856,43.1295,2.8995,20160927,2.90772137767428,0.00822137767428144,23.0920170362081,4.42191191699529,25.7571935291756
128,453856.9176,6071953.286,43.1255,2.8955,20160927,2.91756867911888,0.0220686791188767,23.6305212412352,4.80762556340473,26.1900397944141
129,453856.9278,6071952.86,43.1242,2.8942,20160927,2.913783375513,0.0195833755130028,24.0325488538158,5.12146211912513,26.5189177237561
130,453856.926,6071952.27,43.1342,2.9042,20160927,2.92447009807398,0.0202700980739823,24.5954465191148,5.57089840186955,26.9856954625693
131,453856.9222,6071951.757,43.1362,2.9062,20160927,2.91750078348396,0.0113007834839554,25.0865493139959,5.98027912709188,27.3986373580186
132,453856.9243,6071951.317,43.172,2.942,20160927,2.93472083993551,-0.00727916006448837,25.5069087978057,6.34632774858303,27.7559477769572
133,453856.9588,6071950.561,43.1962,2.9662,20160927,2.97118550574573,0.00498550574572798,26.2220234416153,7.01046801886228,28.3710917477761
134,453856.968,6071950.115,43.2145,2.9845,20160927,2.9949639968307,0.0104639968306959,26.6480419126063,7.40535333373208,28.7409925036658
135,453856.9679,6071949.452,43.2659,3.0359,20160927,3.03239330824998,-0.00350669175002061,27.286214058013,7.9963046225346,29.2995979618054
136,453856.9881,6071948.952,43.2956,3.0656,20160927,3.06199637383461,-0.003603626165392,27.7629260469163,8.45743261380343,29.7202642809201
137,453856.9963,6071948.449,43.3228,3.0928,20160927,3.08269874744406,-0.0101012525559403,28.2464495398991,8.92081471000018,30.1495306097134
138,453857.0095,6071948.048,43.3355,3.1055,20160927,3.08581662131132,-0.0196833786886788,28.6307118146786,9.29571472471519,30.4924461896615
139,453857.0304,6071947.764,43.3518,3.1218,20160927,3.10071459799557,-0.0210854020044349,28.9002357774261,9.56680178287557,30.7338192962994
140,453857.0249,6071947.645,43.3539,3.1239,20160927,3.1113802918215,-0.012519708178496,29.0168191839903,9.6753933366443,30.8384848296049
141,453857.0104,6071947.218,43.3869,3.1569,20160927,3.14817605010053,-0.00872394989947045,29.4340217434699,10.0688412617528,31.2141231435317
142,453857.1559,6071946.76,43.4273,3.1973,20160927,3.20623456067964,0.00893456067963738,29.8429620068886,10.5488119717428,31.5829847749891
143,453857.348,6071946.603,43.4533,3.2233,20160927,3.23111493587477,0.007814935874773,29.9503873171661,10.7636292205866,31.6792012178653
144,453857.5697,6071946.428,43.4867,3.2567,20160927,3.25547565641253,-0.00122434358747414,30.0703969721176,11.0075368581883,31.7867306350733
145,453858.2153,6071946.24,43.5566,3.3266,20160927,3.32928593028606,0.00268593028606157,30.1170247921708,11.4341619931603,31.8257755356607
146,453858.9895,6071946.125,43.6075,3.3775,20160927,3.37535883833389,-0.00214116166611156,30.083866740135,11.87758819167,31.7926831376
147,453859.5746,6071946.072,43.6497,3.4197,20160927,3.41442232251569,-0.00527767748431218,30.0388092346096,12.2058894377659,31.7500637942314
148,453859.5747,6071946.071,43.6507,3.4207,20160927,3.41445770829054,-0.006242291709464,30.0397812084413,12.2068058344839,31.7509397289219
149,453859.5772,6071946.071,43.6498,3.4198,20160927,3.41453813682307,-0.005261863176933,30.0393895544001,12.2080540394781,31.7505787864335
150,453859.6171,6071946.007,43.6614,3.4314,20160927,3.41900004011245,-0.0123999598875497,30.0963911311498,12.283428031526,31.801854004624
151,453859.8896,6071945.935,43.6861,3.4561,20160927,3.43919568586338,-0.016904314136625,30.1265884710868,12.4835300684263,31.8282184000976
152,453859.8893,6071945.935,43.6836,3.4536,20160927,3.43919467774519,-0.0144053222548113,30.1266322119872,12.4833760617519,31.8282588004896
153,453859.8856,6071945.941,43.6753,3.4453,20160927,3.43820266877614,-0.00709733122385581,30.1212361649259,12.4763275914022,31.8234041465471
154,453859.8862,6071945.932,43.6933,3.4633,20160927,3.4395524236828,-0.0237475763171995,30.1300522694518,12.4843599371395,31.8313531552786
155,453859.8888,6071945.935,43.6942,3.4642,20160927,3.43919299754841,-0.0250070024515932,30.1267051199769,12.4831193957906,31.828326140542
156,453859.8888,6071945.935,43.6944,3.4644,20160927,3.43919299754841,-0.0252070024515931,30.1267051199769,12.4831193957906,31.828326140542
