GPSID,ETRS89_X,ETRS89_Y,ETRS89_Z,ElevMSL,Date,DEMval,diff,cntrdist,GCPdist,GCPavgdist,Internal
29,453851.0893,6071986.499,42.3459,2.1159,20160927,2.1401343220101,0.024234322010102,17.0238241021965,10.0315582982451,23.1164869959899,0
30,453851.1877,6071987.46,42.3491,2.1191,20160927,2.14278578863217,0.0236857886321729,17.5734716527799,9.10986086001123,23.3428913215325,0
31,453851.2622,6071988.485,42.3568,2.1268,20160927,2.15413790951459,0.0273379095145883,18.2197341864192,8.1517251814318,23.6257754075977,0
32,453851.3661,6071989.559,42.3557,2.1257,20160927,2.16227980028628,0.0365798002862778,18.9154552309761,7.15563826673566,23.9329475804039,0
33,453851.488,6071990.556,42.3779,2.1479,20160927,2.17811540168196,0.0302154016819571,19.5757546326269,6.24162158419224,24.2274405999958,0
34,453851.6019,6071991.518,42.3959,2.1659,20160927,2.17732781998125,0.0114278199812503,20.2420537196403,5.39256662525114,24.5367033505946,0
35,453851.7455,6071992.579,42.4088,2.1788,20160927,2.2088503968881,0.030050396888099,20.9934985020019,4.49970212901442,24.8960444507948,0
36,453851.8721,6071993.644,42.4155,2.1855,20160927,2.2258650624981,0.0403650624980969,21.7846452835173,3.71398858485329,25.3029529678266,0
37,453851.9934,6071994.728,42.4407,2.2107,20160927,2.24432013860963,0.033620138609634,22.6178357217934,3.10347011582012,25.7710654231976,0
38,453852.0644,6071995.747,42.4622,2.2322,20160927,2.26521978059981,0.0330197805998091,23.4427629959475,2.8517095855421,26.2999067419847,0
39,453852.2034,6071996.847,42.4842,2.2542,20160927,2.28064770885679,0.0264477088567925,24.3189658168629,2.91784573967723,26.9172033643507,0
40,453852.2852,6071997.695,42.4946,2.2646,20160927,2.29879337647279,0.0341933764727913,25.0191900753279,3.258686490264,27.4637485986871,0
41,453852.4195,6071998.652,42.5268,2.2968,20160927,2.3252906861095,0.0284906861095027,25.8010450371794,3.81141866624465,28.1032108866435,0
42,453852.5124,6071999.745,42.5436,2.3136,20160927,2.3444101828093,0.030810182809299,26.7353607157836,4.64349243155728,28.9058155008919,0
43,453852.6273,6072000.829,42.5511,2.3211,20160927,2.36347910204798,0.0423791020479847,27.6641768211134,5.55080144577841,29.7209194730668,0
44,453852.6522,6072001.816,42.5365,2.3065,20160927,2.3356868353689,0.0291868353688951,28.5521874490361,6.4540472912109,30.517459114768,0
45,453852.6941,6072002.756,42.5374,2.3074,20160927,2.32917796030603,0.021777960306034,29.3966272416148,7.32892185880105,31.2807437915475,0
46,453852.7499,6072003.693,42.5299,2.2999,20160927,2.3304432311887,0.0305432311887039,30.2386867248718,8.21183476523681,32.0468558082695,0
47,453852.8327,6072004.719,42.5384,2.3084,20160927,2.34924192493282,0.0408419249328187,31.1590794296122,9.18634573073141,32.8889521282521,0
48,453852.8904,6072005.579,42.5491,2.3191,20160927,2.33904541578147,0.0199454157814709,31.939855421157,10.0140054104636,33.6080710494993,0
49,453852.9051,6072005.955,42.5407,2.3107,20160927,2.35711519233505,0.0464151923350475,32.286223409541,10.3796535498134,33.9286440397096,0
50,453852.9074,6072006.031,42.5524,2.3224,20160927,2.3590028630718,0.0366028630718027,32.3565511185525,10.4537818501805,33.9938389945809,0
51,453852.8935,6072006.059,42.559,2.329,20160927,2.35794837942114,0.0289483794211445,32.3876505174514,10.4839341499217,34.023274092679,0
52,453852.8591,6072006.12,42.5704,2.3404,20160927,2.35197142312702,0.0115714231270156,32.456852864263,10.5504474604105,34.0889264298338,0
53,453852.8434,6072006.16,42.5643,2.3343,20160927,2.35035857775187,0.0160585777518745,32.4998192313603,10.592743495697,34.1294710577368,0
54,453852.7995,6072006.286,42.5332,2.3032,20160927,2.35498073163963,0.0517807316396302,32.633208337074,10.7249134383035,34.2551933983731,0
55,453852.8351,6072006.555,42.5253,2.2953,20160927,2.36981518062341,0.0745151806234126,32.8727286367676,10.9819503644001,34.4765810899933,0
56,453853.0856,6072006.943,42.5789,2.3489,20160927,2.40174164535364,0.052841645353642,33.1512802778469,11.3199648922656,34.7266099744128,0
57,453853.4996,6072007.123,42.6453,2.4153,20160927,2.48511584904075,0.0698158490407494,33.1839382961357,11.4390292400795,34.742433265113,0
58,453853.9117,6072007.323,42.6933,2.4633,20160927,2.48996766337572,0.0266676633757172,33.2422933402051,11.5945771587214,34.7834866261437,0
59,453854.3365,6072007.409,42.7491,2.5191,20160927,2.57825022014752,0.059150220147516,33.1942712530025,11.6514200530445,34.7258109907256,0
60,453854.6839,6072007.455,42.7602,2.5302,20160927,2.5987482011573,0.0685482011573013,33.1358701719093,11.6853052769081,34.661515980742,0
61,453855.2155,6072007.441,42.805,2.575,20160927,2.62955777969297,0.054557779692967,32.9723514073392,11.6728428947028,34.4951008284787,0
62,453855.5027,6072007.41,42.8133,2.5833,20160927,2.66712277262931,0.0838227726293082,32.8646637276896,11.6527791061285,34.3877789704186,0
63,453856.0548,6072007.201,42.8528,2.6228,20160927,2.67813910760716,0.0553391076071579,32.5192606767721,11.4855956071347,34.0537504611901,0
64,453856.2685,6072007.085,42.8525,2.6225,20160927,2.69001859085599,0.0675185908559857,32.3534558280225,11.3935606924173,33.8951488712317,0
65,453856.6258,6072006.883,42.9018,2.6718,20160927,2.71062011136497,0.03882011136497,32.0706191016881,11.2417853142165,33.6256612718162,0
66,453857.0003,6072006.538,42.9198,2.6898,20160927,2.76253666384709,0.0727366638470937,31.6474405122049,10.9659045448271,33.2270217918379,0
67,453857.4865,6072006.002,42.9738,2.7438,20160927,2.80159565584069,0.0577956558406907,31.0159255712012,10.5480031408322,32.6369131607099,0
68,453857.8567,6072005.38,42.9968,2.7668,20160927,2.82660991607047,0.0598099160704728,30.3287625890879,10.047954044979,32.0015753368091,0
69,453858.1249,6072004.673,43.0139,2.7839,20160927,2.84444949096294,0.060549490962936,29.5812044751901,9.46175671951826,31.3171838367802,0
70,453858.3289,6072003.915,43.031,2.801,20160927,2.85737030881894,0.0563703088189391,28.797375020087,8.82928849978971,30.6065214069115,0
71,453858.4176,6072003.495,43.0404,2.8104,20160927,2.85908510840817,0.0486851084081721,28.368110895902,8.47973652676099,30.2204056755301,0
72,453858.5147,6072002.864,43.0485,2.8185,20160927,2.87249490921029,0.0539949092102874,27.7306907245853,7.95280489464838,29.6512562929256,0
73,453858.6053,6072002.284,43.0402,2.8102,20160927,2.87878123493191,0.0685812349319064,27.144549268539,7.48445579124697,29.132806851022,0
74,453858.6886,6072001.534,43.0349,2.8049,20160927,2.86808269078199,0.0631826907819866,26.3938204067244,6.88717320538382,28.4761933457083,0
75,453858.7228,6072000.588,43.0144,2.7844,20160927,2.82994654161625,0.0455465416162473,25.4626073704066,6.13885838289476,27.6741271572984,0
76,453858.7488,6071999.774,43.0018,2.7718,20160927,2.82542882467242,0.0536288246724212,24.6630387629017,5.5413319556249,26.9993422792794,0
77,453858.7329,6071998.939,42.9891,2.7591,20160927,2.81356880044231,0.0544688004423102,23.8537539587666,4.95969904451171,26.331004791787,0
78,453858.7297,6071998.074,42.9785,2.7485,20160927,2.79644533700761,0.0479453370076075,23.0141365410118,4.45460567173375,25.6592888304059,0
79,453858.7236,6071997.258,42.9764,2.7464,20160927,2.7916804216342,0.0452804216342035,22.224636780248,4.08729907903548,25.0524818094789,0
80,453858.694,6071996.348,42.9665,2.7365,20160927,2.78718158532692,0.0506815853269211,21.35249743662,3.82165670885502,24.4157546962688,0
81,453858.6576,6071995.414,42.9553,2.7253,20160927,2.78687147551938,0.0615714755193837,20.462484391209,3.75868787738929,23.8097841295894,1
82,453858.613,6071994.532,42.9535,2.7235,20160927,2.78074642557049,0.0572464255704914,19.6287888850148,3.89941136589198,23.2844471584202,1
83,453858.5786,6071993.742,42.9521,2.7221,20160927,2.77654512314301,0.054445123143009,18.8841938399639,4.18754567269695,22.8480655311407,1
84,453858.5478,6071992.95,42.9463,2.7163,20160927,2.77815559255336,0.0618555925533593,18.1404692079831,4.59931030026081,22.4384261920857,1
85,453858.5043,6071992.226,42.9475,2.7175,20160927,2.77157230294815,0.0540723029481538,17.4694305590196,5.04480057982854,22.0880369810595,1
86,453858.4811,6071991.422,42.9526,2.7226,20160927,2.78392235431681,0.0613223543168129,16.7208259243215,5.62427222015386,21.7136517145491,1
87,453858.44,6071990.595,42.9597,2.7297,20160927,2.78689055617378,0.0571905561737833,15.9627658139938,6.2625797401147,21.3510894985019,1
88,453858.3802,6071989.798,42.9744,2.7444,20160927,2.78950813313459,0.0451081331345908,15.2469006476297,6.90574815885323,21.0231212331366,1
89,453858.3365,6071988.932,42.9954,2.7654,20160927,2.81002618508675,0.0446261850867491,14.4701979608147,7.64757610276709,20.6781823859885,1
90,453858.3001,6071988.002,43.0222,2.7922,20160927,2.83817450505914,0.0459745050591356,13.6436045967527,8.47496506204166,20.3230958515174,1
91,453858.2306,6071987.022,43.0474,2.8174,20160927,2.86125905300093,0.0438590530009275,12.8027531179277,8.88320479089558,19.9789046821562,1
92,453858.1467,6071986.146,43.0724,2.8424,20160927,2.87793881129863,0.0355388112986286,12.0803013011282,8.34537110534873,19.6976023869531,1
93,453858.0885,6071985.225,43.1192,2.8892,20160927,2.92140948357357,0.0322094835735651,11.3283269146339,7.82238539357242,19.4129016904554,1
94,453858.0488,6071984.232,43.1695,2.9395,20160927,2.98253357323921,0.0430335732392111,10.5343489442801,7.32700937889439,19.1231224037945,1
95,453858.0075,6071983.429,43.2067,2.9767,20160927,3.00927445272132,0.032574452721319,9.92447466378622,7.01281193580579,18.9130042334571,1
96,453857.9578,6071982.517,43.2335,3.0035,20160927,3.03606918788773,0.0325691878877303,9.2697223663851,6.75773488975018,18.7004028204005,1
97,453857.9125,6071981.58,43.2647,3.0347,20160927,3.06457746593098,0.0298774659309835,8.64176045111546,6.6121291767883,18.509452349426,1
98,453857.8051,6071980.609,43.3053,3.0753,20160927,3.11179679483524,0.0364967948352377,8.10312536753583,6.66044240350178,18.3700166873777,1
99,453857.7656,6071979.65,43.3186,3.0886,20160927,3.14143177072343,0.0528317707234276,7.59961681536768,6.78025783875925,18.2390981048076,1
100,453857.7236,6071978.694,43.3103,3.0803,20160927,3.11791812122323,0.037618121223232,7.19310058352715,7.03181868082406,18.1427324456489,1
101,453857.6886,6071977.72,43.3314,3.1014,20160927,3.12179647427191,0.0203964742719136,6.88437678154977,7.40028870806921,18.0740651809132,1
102,453857.6454,6071976.772,43.3301,3.1001,20160927,3.13769377624147,0.0375937762414691,6.71641062410933,7.86695799929154,18.0417165923147,1
103,453857.5997,6071975.817,43.3344,3.1044,20160927,3.15898745530479,0.0545874553047887,6.68274746904124,8.24120859379897,18.0397240850342,1
104,453857.5639,6071974.797,43.3313,3.1013,20160927,3.15014656193986,0.0488465619398575,6.78391391860507,7.7186677743524,18.0646381422329,1
105,453857.518,6071973.847,43.3084,3.0784,20160927,3.1204625910863,0.0420625910863017,7.02380830551474,7.33851606252673,18.1239898083379,1
106,453857.486,6071972.923,43.3228,3.0928,20160927,3.13551206722943,0.0427120672294303,7.35657713280621,7.06047038104436,18.2056099269666,1
107,453857.4521,6071971.932,43.3313,3.1013,20160927,3.16245983047965,0.0611598304796512,7.81958179549625,6.88844455665558,18.3261101068714,1
108,453857.4267,6071970.898,43.3635,3.1335,20160927,3.16301346680259,0.0295134668025909,8.39266788351902,6.84883996675287,18.4848102347195,1
109,453857.3677,6071969.866,43.3784,3.1484,20160927,3.17951685185882,0.0311168518588225,9.07234835086286,6.99719352953767,18.6946319193787,1
110,453857.3419,6071968.88,43.3956,3.1656,20160927,3.20039280769416,0.0347928076941564,9.75807433833818,7.24532205022813,18.9155870343813,1
111,453857.3095,6071967.978,43.3957,3.1657,20160927,3.19839453684264,0.0326945368426381,10.4335624643015,7.58645017455471,19.1477108107161,1
112,453857.2339,6071966.845,43.3594,3.1294,20160927,3.18033241976081,0.050932419760811,11.3486038229282,8.16752166902653,19.4847539968682,1
113,453857.2035,6071965.864,43.3331,3.1031,20160927,3.12941376390403,0.0263137639040263,12.1504713638665,8.73043597144081,19.7893612016733,1
114,453857.1871,6071964.992,43.3036,3.0736,20160927,3.12807997270277,0.054479972702774,12.8782741390593,9.13003358167746,20.0753314403737,1
115,453857.1809,6071964.096,43.2912,3.0612,20160927,3.11435556685427,0.0531555668542678,13.6382034983304,8.31636723621027,20.3833811231351,1
116,453857.1727,6071963.084,43.265,3.035,20160927,3.08097564309592,0.0459756430959151,14.5157860716576,7.41961891788177,20.7530532553712,1
117,453857.1791,6071962.091,43.2314,3.0014,20160927,3.04912787222984,0.0477278722298373,15.3862695346461,6.58044015317552,21.1337312242822,1
118,453857.147,6071961.116,43.2051,2.9751,20160927,3.00890030405741,0.0338003040574137,16.2714428300735,5.77949651810869,21.541305946759,1
119,453857.0756,6071960.126,43.1825,2.9525,20160927,2.97475023682502,0.0222502368250224,17.1964760267657,5.00176300523043,21.9899120671889,1
120,453857.0286,6071959.205,43.1279,2.8979,20160927,2.92916010831163,0.0312601083116344,18.0556643007548,4.37306697411405,22.4279929485182,1
121,453856.9997,6071958.42,43.0961,2.8661,20160927,2.91311712552284,0.0470171255228355,18.7883673251303,3.93969969531614,22.823536046349,1
122,453856.9573,6071957.61,43.1153,2.8853,20160927,2.92090543664489,0.0356054366448939,19.5534151372395,3.60695241033504,23.264015935083,1
123,453856.9723,6071956.65,43.1044,2.8744,20160927,2.91272923550593,0.0383292355059335,20.4413083614351,3.49130057284689,23.8205082036811,1
124,453856.9603,6071955.829,43.1003,2.8703,20160927,2.9123659353096,0.0420659353096031,21.2141919010054,3.57439358351297,24.3453773654946,0
125,453856.9344,6071955.108,43.1027,2.8727,20160927,2.91710969794713,0.0444096979471325,21.9009793208353,3.78121297470857,24.8411129728588,0
126,453856.9139,6071954.52,43.1142,2.8842,20160927,2.92929781780904,0.0450978178090411,22.4624831904613,4.0389585801035,25.264820888363,0
127,453856.91,6071953.856,43.1295,2.8995,20160927,2.92617115834167,0.0266711583416668,23.0920170362081,4.42191191699529,25.7571935291756,0
128,453856.9176,6071953.286,43.1255,2.8955,20160927,2.9334066506243,0.0379066506242998,23.6305212412352,4.80762556340473,26.1900397944141,0
129,453856.9278,6071952.86,43.1242,2.8942,20160927,2.92867271793056,0.0344727179305582,24.0325488538158,5.12146211912513,26.5189177237561,0
130,453856.926,6071952.27,43.1342,2.9042,20160927,2.93645660964605,0.0322566096460544,24.5954465191148,5.57089840186955,26.9856954625693,0
131,453856.9222,6071951.757,43.1362,2.9062,20160927,2.94989567330382,0.0436956733038181,25.0865493139959,5.98027912709188,27.3986373580186,0
132,453856.9243,6071951.317,43.172,2.942,20160927,2.9740805090284,0.0320805090284013,25.5069087978057,6.34632774858303,27.7559477769572,0
133,453856.9588,6071950.561,43.1962,2.9662,20160927,3.00337553799983,0.0371755379998251,26.2220234416153,7.01046801886228,28.3710917477761,0
134,453856.968,6071950.115,43.2145,2.9845,20160927,3.03306499997919,0.0485649999791922,26.6480419126063,7.40535333373208,28.7409925036658,0
135,453856.9679,6071949.452,43.2659,3.0359,20160927,3.05904772471468,0.0231477247146836,27.286214058013,7.9963046225346,29.2995979618054,0
136,453856.9881,6071948.952,43.2956,3.0656,20160927,3.09257103357555,0.0269710335755526,27.7629260469163,8.45743261380343,29.7202642809201,0
137,453856.9963,6071948.449,43.3228,3.0928,20160927,3.10240056119591,0.00960056119591401,28.2464495398991,8.92081471000018,30.1495306097134,0
138,453857.0095,6071948.048,43.3355,3.1055,20160927,3.10231354812383,-0.00318645187616973,28.6307118146786,9.29571472471519,30.4924461896615,0
139,453857.0304,6071947.764,43.3518,3.1218,20160927,3.12914962425398,0.00734962425397523,28.9002357774261,9.56680178287557,30.7338192962994,0
140,453857.0249,6071947.645,43.3539,3.1239,20160927,3.12772448552896,0.00382448552896397,29.0168191839903,9.6753933366443,30.8384848296049,0
141,453857.0104,6071947.218,43.3869,3.1569,20160927,3.17153110033573,0.0146311003357265,29.4340217434699,10.0688412617528,31.2141231435317,0
142,453857.1559,6071946.76,43.4273,3.1973,20160927,3.22380853289128,0.0265085328912829,29.8429620068886,10.5488119717428,31.5829847749891,0
143,453857.348,6071946.603,43.4533,3.2233,20160927,3.2415675802333,0.0182675802333034,29.9503873171661,10.7636292205866,31.6792012178653,0
144,453857.5697,6071946.428,43.4867,3.2567,20160927,3.26992803175276,0.0132280317527584,30.0703969721176,11.0075368581883,31.7867306350733,0
145,453858.2153,6071946.24,43.5566,3.3266,20160927,3.34244184054236,0.0158418405423597,30.1170247921708,11.4341619931603,31.8257755356607,0
146,453858.9895,6071946.125,43.6075,3.3775,20160927,3.39944711773336,0.0219471177333586,30.083866740135,11.87758819167,31.7926831376,0
147,453859.5746,6071946.072,43.6497,3.4197,20160927,3.43271431582629,0.0130143158262879,30.0388092346096,12.2058894377659,31.7500637942314,0
148,453859.5747,6071946.071,43.6507,3.4207,20160927,3.4327046046533,0.0120046046532982,30.0397812084413,12.2068058344839,31.7509397289219,0
149,453859.5772,6071946.071,43.6498,3.4198,20160927,3.43246182533986,0.0126618253398605,30.0393895544001,12.2080540394781,31.7505787864335,0
150,453859.6171,6071946.007,43.6614,3.4314,20160927,3.43606962684446,0.00466962684445793,30.0963911311498,12.283428031526,31.801854004624,0
151,453859.8896,6071945.935,43.6861,3.4561,20160927,3.4593210272682,0.00322102726820317,30.1265884710868,12.4835300684263,31.8282184000976,0
152,453859.8893,6071945.935,43.6836,3.4536,20160927,3.45926350018467,0.0056635001846681,30.1266322119872,12.4833760617519,31.8282588004896,0
153,453859.8856,6071945.941,43.6753,3.4453,20160927,3.45718405675993,0.0118840567599277,30.1212361649259,12.4763275914022,31.8234041465471,0
154,453859.8862,6071945.932,43.6933,3.4633,20160927,3.45934924358029,-0.00395075641971188,30.1300522694518,12.4843599371395,31.8313531552786,0
155,453859.8888,6071945.935,43.6942,3.4642,20160927,3.45916762172327,-0.00503237827672898,30.1267051199769,12.4831193957906,31.828326140542,0
156,453859.8888,6071945.935,43.6944,3.4644,20160927,3.45916762172327,-0.00523237827672896,30.1267051199769,12.4831193957906,31.828326140542,0
157,453859.9357,6071945.907,43.7069,3.4769,20160927,3.46585215605248,-0.0110478439475186,30.147608929495,12.531250260752,31.8470308225192,0
158,453860.3949,6071946.078,43.7062,3.4762,20160927,3.47629504575318,9.50457531803117e-05,29.9152806418373,12.6303963998005,31.6364885838415,0
159,453860.5038,6071946.44,43.7003,3.4703,20160927,3.47839809657541,0.00809809657540939,29.5422623034206,12.3904392106262,31.3017814945424,0
160,453860.5434,6071947.172,43.6846,3.4546,20160927,3.46272501841847,0.00812501841847446,28.8112601031829,11.8182938597743,30.6512300909438,0
161,453860.5494,6071947.892,43.6579,3.4279,20160927,3.43336892529501,0.00546892529501353,28.0967051724566,11.2529913605566,30.0221537505611,0
162,453860.538,6071948.656,43.6201,3.3901,20160927,3.42058179030143,0.0304817903014274,27.3412241148369,10.6617687553954,29.365100343372,0
163,453860.4828,6071949.566,43.5963,3.3663,20160927,3.38549749366651,0.019197493666514,26.4479630112764,9.95891195087423,28.59994273934,0
164,453860.4535,6071950.409,43.5633,3.3333,20160927,3.34896368861275,0.0156636886127495,25.6183544756013,9.35632819274669,27.9023462613815,0
165,453860.447,6071951.227,43.5397,3.3097,20160927,3.32184467439716,0.0121446743971627,24.8108454535953,8.8267999297801,27.2371727575245,0
166,453860.4681,6071951.953,43.5193,3.2893,20160927,3.31755574954935,0.0282557495493525,24.0904824431082,8.41799212475102,26.6569873866269,0
167,453860.502,6071952.834,43.5071,3.2771,20160927,3.31006437667322,0.0329643766732195,23.2154682369761,7.99005863565276,25.9707742876397,0
168,453860.5491,6071953.752,43.5063,3.2763,20160927,3.30338475429133,0.0270847542913302,22.3022875025839,7.63838030003783,25.2788563330507,0
169,453860.5888,6071954.613,43.5143,3.2843,20160927,3.33598208580438,0.0516820858043845,21.4470457335333,7.39337851327641,24.6552405379407,0
170,453860.6304,6071955.476,43.516,3.286,20160927,3.31612986399198,0.0301298639919811,20.5900551080704,7.2448260407355,24.0559599439169,0
171,453860.6379,6071956.316,43.5065,3.2765,20160927,3.30927934656056,0.0327793465605644,19.7625477003575,7.1645964024123,23.5020351394234,1
172,453860.6533,6071957.192,43.5166,3.2866,20160927,3.3411015013498,0.0545015013497974,18.8992963488501,7.19290089528585,22.9516098446613,1
173,453860.6857,6071958.02,43.5467,3.3167,20160927,3.35180368846447,0.0351036884644729,18.080928087083,7.33417248827988,22.4554797942775,1
174,453860.7218,6071958.845,43.5711,3.3411,20160927,3.38456659888887,0.0434665988888705,17.2657112750318,7.56676903560762,21.984781848571,1
175,453860.6922,6071959.779,43.607,3.377,20160927,3.41628967526184,0.0392896752618359,16.3593870449744,7.86158803549078,21.4874498022536,1
176,453860.7038,6071960.68,43.6351,3.4051,20160927,3.45067578545794,0.0455757854579426,15.4789235854924,8.27199273676374,21.0286984268455,1
177,453860.7216,6071961.495,43.6515,3.4215,20160927,3.45492649745075,0.0334264974507521,14.6828803920282,8.71319099756713,20.6323750863242,1
178,453860.7461,6071962.433,43.6981,3.4681,20160927,3.5161443633657,0.0480443633657042,13.7684409643085,9.25055329209323,20.1964598183498,1
179,453860.7686,6071963.361,43.7172,3.4872,20160927,3.54339974740262,0.0561997474026152,12.867609258122,8.39076694762116,19.785390667639,1
180,453860.7581,6071964.284,43.7623,3.5323,20160927,3.56971238458313,0.0374123845831336,11.9854148861274,7.56694030720605,19.4004884751564,1
181,453860.7677,6071965.256,43.7938,3.5638,20160927,3.61168557288025,0.0478855728802539,11.0570145731341,6.71648250882469,19.0109322676421,1
182,453860.8058,6071966.254,43.8387,3.6087,20160927,3.66337084649492,0.054670846494917,10.1025659394128,5.86585446841116,18.6256426457941,1
183,453860.8766,6071967.283,43.8809,3.6509,20160927,3.69568959751543,0.044789597515432,9.1165761268862,5.02459188020573,18.2437379220752,1
184,453860.9123,6071968.206,43.9178,3.6878,20160927,3.71923052885166,0.0314305288516583,8.25293956924813,4.36176974284671,17.9294764085475,1
185,453860.9177,6071969.246,43.9606,3.7306,20160927,3.78885850426931,0.0582585042693098,7.3134274637059,3.78049035045125,17.617484464798,1
186,453860.9074,6071970.276,43.9651,3.7351,20160927,3.79819857776755,0.0630985777675543,6.4218049340407,3.44121980710136,17.3602694403318,1
187,453860.8815,6071971.336,43.9278,3.6978,20160927,3.75099324863339,0.0531932486333879,5.56378291828526,3.41170723392358,17.1614311607877,1
188,453860.8829,6071972.486,43.8825,3.6525,20160927,3.6949329174211,0.0424329174211042,4.70534032690008,3.70976365934122,17.0088224683832,1
189,453860.8656,6071973.562,43.8465,3.6165,20160927,3.64793433028473,0.0314343302847333,4.0514221049546,4.27435285847131,16.928059265272,1
190,453860.8842,6071974.584,43.8272,3.5972,20160927,3.63963685092476,0.042436850924763,3.58895671274181,4.94545494749171,16.879857267498,1
191,453860.9168,6071975.682,43.8123,3.5823,20160927,3.61052250954328,0.02822250954328,3.36569405692994,5.77483430401113,16.8578380378128,1
192,453861.006,6071976.689,43.7946,3.5646,20160927,3.61087712874627,0.0462771287462709,3.41077847102208,5.29194727858506,16.8485044947025,1
193,453861.14,6071977.613,43.7987,3.5687,20160927,3.62094089434778,0.0522408943477757,3.6580789735971,4.53301069947409,16.8488026870341,1
194,453861.187,6071978.493,43.8,3.57,20160927,3.6194802182133,0.0494802182133007,4.14244727701782,3.94837751511492,16.8939406133031,1
195,453861.2553,6071979.436,43.7757,3.5457,20160927,3.58089426438506,0.035194264385058,4.77742535245946,3.44742484921703,16.9697682203828,1
196,453861.2819,6071980.243,43.7098,3.4798,20160927,3.53149874892881,0.0516987489288145,5.41115617202292,3.21489138393005,17.0782643100888,1
